   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        1    0.000    0.000    0.001    0.001 pop_bumpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pop_bumpers.py:29(init_pop_bumpers)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        6    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
        9    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        3    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        4    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.003    0.003 postgame.py:1(<module>)
        1    0.000    0.000    0.000    0.000 postgame.py:27(PostGame)
        1    0.000    0.000    0.000    0.000 postgame.py:29(__init__)
        1    0.000    0.000    0.000    0.000 pregame.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pregame.py:101(printMsg)
        1    0.000    0.000    0.000    0.000 pregame.py:16(PreGame)
        1    0.000    0.000    0.000    0.000 pregame.py:18(__init__)
        1    0.000    0.000    0.000    0.000 pregame.py:28(resume)
        1    0.252    0.252   17.096   17.096 pregame.py:38(loop)
    76228    0.240    0.000   12.705    0.000 pregame.py:45(handle_incoming_messages)
    76228    0.217    0.000    4.139    0.000 pregame.py:64(update_screen)
     8863    0.049    0.000    0.555    0.000 pregame.py:70(update_game_start_display)
        1    0.000    0.000    0.000    0.000 pregame.py:82(set_game_start_animation)
    67365    0.365    0.000    3.366    0.000 pregame.py:90(update_high_score_display)
        1    0.000    0.000    0.012    0.012 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.003    0.003 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
        2    0.000    0.000    0.000    0.000 random.py:117(__init__)
        1    0.000    0.000    0.000    0.000 random.py:126(seed)
        1    0.000    0.000    0.000    0.000 random.py:218(__init_subclass__)
      336    0.003    0.000    0.004    0.000 random.py:238(_randbelow_with_getrandbits)
      336    0.003    0.000    0.007    0.000 random.py:291(randrange)
      107    0.002    0.000    0.003    0.000 random.py:504(uniform)
        1    0.000    0.000    0.000    0.000 random.py:771(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:784(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:798(seed)
      107    0.000    0.000    0.002    0.000 re.py:188(match)
        5    0.000    0.000    0.001    0.000 re.py:203(sub)
        4    0.000    0.000    0.001    0.000 re.py:223(split)
       36    0.000    0.000    0.129    0.004 re.py:250(compile)
        1    0.000    0.000    0.000    0.000 re.py:270(escape)
      152    0.003    0.000    0.133    0.001 re.py:289(_compile)
      606    0.003    0.000    0.004    0.000 reader.py:114(get_mark)
        1    0.000    0.000    0.000    0.000 reader.py:122(determine_encoding)
        1    0.000    0.000    0.000    0.000 reader.py:138(check_printable)
        3    0.000    0.000    0.000    0.000 reader.py:146(update)
        2    0.000    0.000    0.000    0.000 reader.py:177(update_raw)
        1    0.000    0.000    0.042    0.042 reader.py:18(<module>)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.042    0.042 reader.py:45(Reader)
        1    0.000    0.000    0.000    0.000 reader.py:59(__init__)
     2862    0.004    0.000    0.004    0.000 reader.py:87(peek)
      315    0.001    0.000    0.001    0.000 reader.py:94(prefix)
      628    0.006    0.000    0.006    0.000 reader.py:99(forward)
        1    0.000    0.000    0.001    0.001 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        1    0.000    0.000    0.001    0.001 representer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
       19    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        2    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
      159    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
      159    0.001    0.000    0.002    0.000 resolver.py:143(resolve)
        1    0.000    0.000    0.000    0.000 resolver.py:167(Resolver)
        1    0.000    0.000    0.023    0.023 resolver.py:2(<module>)
        1    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
      159    0.000    0.000    0.000    0.000 resolver.py:91(descend_resolver)
        1    0.000    0.000    0.001    0.001 rollovers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rollovers.py:22(init_rollovers)
     1237    0.006    0.000    0.053    0.000 scanner.py:113(check_token)
       26    0.000    0.000    0.003    0.000 scanner.py:1134(scan_flow_scalar)
       26    0.001    0.000    0.002    0.000 scanner.py:1185(scan_flow_scalar_non_spaces)
      190    0.000    0.000    0.002    0.000 scanner.py:125(peek_token)
      105    0.004    0.000    0.012    0.000 scanner.py:1270(scan_plain)
      105    0.001    0.000    0.003    0.000 scanner.py:1311(scan_plain_spaces)
      332    0.001    0.000    0.004    0.000 scanner.py:135(get_token)
      303    0.001    0.000    0.002    0.000 scanner.py:1416(scan_line_break)
     2009    0.007    0.000    0.014    0.000 scanner.py:145(need_more_tokens)
      250    0.003    0.000    0.036    0.000 scanner.py:156(fetch_more_tokens)
     1838    0.002    0.000    0.002    0.000 scanner.py:264(next_possible_simple_key)
        1    0.000    0.000    0.000    0.000 scanner.py:27(<module>)
     2088    0.006    0.000    0.006    0.000 scanner.py:279(stale_possible_simple_keys)
      144    0.001    0.000    0.002    0.000 scanner.py:295(save_possible_simple_key)
      145    0.000    0.000    0.000    0.000 scanner.py:312(remove_possible_simple_key)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
      251    0.000    0.000    0.001    0.000 scanner.py:325(unwind_indent)
       66    0.000    0.000    0.000    0.000 scanner.py:349(add_indent)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 scanner.py:359(fetch_stream_start)
        1    0.000    0.000    0.000    0.000 scanner.py:371(fetch_stream_end)
       92    0.000    0.000    0.000    0.000 scanner.py:38(__init__)
       13    0.000    0.000    0.001    0.000 scanner.py:424(fetch_flow_sequence_start)
       13    0.000    0.000    0.001    0.000 scanner.py:430(fetch_flow_collection_start)
       13    0.000    0.000    0.001    0.000 scanner.py:447(fetch_flow_sequence_end)
       13    0.000    0.000    0.001    0.000 scanner.py:453(fetch_flow_collection_end)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
       26    0.000    0.000    0.001    0.000 scanner.py:470(fetch_flow_entry)
        1    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
       13    0.000    0.000    0.001    0.000 scanner.py:484(fetch_block_entry)
       53    0.001    0.000    0.003    0.000 scanner.py:545(fetch_value)
       26    0.000    0.000    0.004    0.000 scanner.py:654(fetch_double)
       26    0.000    0.000    0.004    0.000 scanner.py:657(fetch_flow_scalar)
      105    0.001    0.000    0.015    0.000 scanner.py:668(fetch_plain)
       13    0.000    0.000    0.000    0.000 scanner.py:690(check_document_start)
       13    0.000    0.000    0.000    0.000 scanner.py:706(check_block_entry)
       53    0.000    0.000    0.000    0.000 scanner.py:721(check_value)
      105    0.000    0.000    0.000    0.000 scanner.py:731(check_plain)
      250    0.002    0.000    0.006    0.000 scanner.py:752(scan_to_next_token)
        1    0.000    0.000    0.013    0.013 scimath.py:1(<module>)
        1    0.000    0.000    0.004    0.004 score_repository.py:1(<module>)
        1    0.000    0.000    0.000    0.000 score_repository.py:11(ScoreRecord)
        1    0.000    0.000    0.000    0.000 score_repository.py:16(ScoreRepository)
        1    0.000    0.000    0.001    0.001 score_repository.py:18(__init__)
        1    0.000    0.000    0.000    0.000 score_repository.py:41(top_scores)
        2    0.000    0.000    0.002    0.001 score_repository.py:56(load)
       20    0.000    0.000    0.000    0.000 score_repository.py:72(<lambda>)
        1    0.000    0.000    0.006    0.006 screen.py:1(<module>)
    16817    0.026    0.000    0.026    0.000 screen.py:100(set_balls_remaining)
        1    0.000    0.000    0.000    0.000 screen.py:103(set_display_text)
        2    0.000    0.000    0.000    0.000 screen.py:106(set_scroll_speed)
        1    0.000    0.000    0.000    0.000 screen.py:109(set_interrupt_animation)
     3258    0.024    0.000    0.078    0.000 screen.py:112(clear_interrupt_animation)
     3387    0.043    0.000    0.116    0.000 screen.py:115(animation_is_done)
        1    0.010    0.010    0.010    0.010 screen.py:118(setup_matrix)
      808    0.009    0.000    0.009    0.000 screen.py:131(scroll_pixel_offset)
      933    0.131    0.000    0.395    0.000 screen.py:153(high_score_update)
     2324    0.287    0.000    0.919    0.000 screen.py:179(game_update)
     9296    0.050    0.000    0.050    0.000 screen.py:184(<genexpr>)
        1    0.000    0.000    0.000    0.000 screen.py:20(Screen)
    93045    0.577    0.000   11.294    0.000 screen.py:205(update)
        1    0.000    0.000    0.010    0.010 screen.py:21(__init__)
     3257    0.045    0.000    1.360    0.000 screen.py:219(mode_update)
        2    0.000    0.000    0.000    0.000 screen.py:55(set_mode)
      112    0.004    0.000    0.013    0.000 screen.py:74(set_random_text_color)
      112    0.002    0.000    0.002    0.000 screen.py:81(set_text_color)
    16817    0.055    0.000    0.068    0.000 screen.py:84(set_display_score)
        1    0.000    0.000    0.000    0.000 screen.py:94(set_top_scores)
    16817    0.032    0.000    0.032    0.000 screen.py:97(set_multiplier)
        1    0.000    0.000    0.014    0.014 secrets.py:1(<module>)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 serializer.py:8(SerializerError)
        1    0.000    0.000    0.004    0.004 serialposix.py:29(<module>)
        1    0.000    0.000    0.000    0.000 serialposix.py:304(Serial)
        4    0.000    0.000    0.004    0.001 serialposix.py:311(open)
        4    0.000    0.000    0.001    0.000 serialposix.py:376(_reconfigure_port)
        1    0.000    0.000    0.000    0.000 serialposix.py:45(PlatformSpecificBase)
   744726    3.015    0.000   13.579    0.000 serialposix.py:545(in_waiting)
      434    0.019    0.000    0.065    0.000 serialposix.py:553(read)
      105    0.011    0.000    0.057    0.001 serialposix.py:612(write)
        8    0.000    0.000    0.000    0.000 serialposix.py:675(_reset_input_buffer)
        4    0.000    0.000    0.000    0.000 serialposix.py:679(reset_input_buffer)
        4    0.000    0.000    0.000    0.000 serialposix.py:685(reset_output_buffer)
        4    0.000    0.000    0.000    0.000 serialposix.py:703(_update_rts_state)
        4    0.000    0.000    0.000    0.000 serialposix.py:710(_update_dtr_state)
        1    0.000    0.000    0.000    0.000 serialposix.py:799(PosixPollSerial)
        1    0.000    0.000    0.000    0.000 serialposix.py:841(VTIMESerial)
        1    0.000    0.000    0.000    0.000 serialposix.py:95(PlatformSpecific)
        1    0.000    0.000    0.001    0.001 serialutil.py:10(<module>)
        1    0.000    0.000    0.000    0.000 serialutil.py:100(PortNotOpenError)
        1    0.000    0.000    0.000    0.000 serialutil.py:106(Timeout)
      539    0.008    0.000    0.009    0.000 serialutil.py:127(__init__)
      644    0.003    0.000    0.011    0.000 serialutil.py:137(expired)
     1183    0.008    0.000    0.014    0.000 serialutil.py:141(time_left)
        1    0.000    0.000    0.000    0.000 serialutil.py:165(SerialBase)
        4    0.000    0.000    0.004    0.001 serialutil.py:180(__init__)
        4    0.000    0.000    0.000    0.000 serialutil.py:262(port)
        4    0.000    0.000    0.000    0.000 serialutil.py:283(baudrate)
        4    0.000    0.000    0.000    0.000 serialutil.py:306(bytesize)
        4    0.000    0.000    0.000    0.000 serialutil.py:320(exclusive)
        4    0.000    0.000    0.000    0.000 serialutil.py:332(parity)
        4    0.000    0.000    0.000    0.000 serialutil.py:346(stopbits)
        4    0.000    0.000    0.000    0.000 serialutil.py:360(timeout)
        4    0.000    0.000    0.000    0.000 serialutil.py:379(write_timeout)
        4    0.000    0.000    0.000    0.000 serialutil.py:399(inter_byte_timeout)
        4    0.000    0.000    0.000    0.000 serialutil.py:419(xonxoff)
        4    0.000    0.000    0.000    0.000 serialutil.py:431(rtscts)
        4    0.000    0.000    0.000    0.000 serialutil.py:443(dsrdtr)
      109    0.001    0.000    0.001    0.000 serialutil.py:56(to_bytes)
        1    0.000    0.000    0.000    0.000 serialutil.py:92(SerialException)
        1    0.000    0.000    0.000    0.000 serialutil.py:96(SerialTimeoutException)
        2    0.001    0.000    0.042    0.021 shape_base.py:1(<module>)
        1    0.000    0.000    0.015    0.015 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.007    0.007 signal.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       79    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 simple_state_indicator.py:1(<module>)
    33634    0.429    0.000    1.631    0.000 simple_state_indicator.py:15(handle_state)
        2    0.000    0.000    0.000    0.000 simple_state_indicator.py:27(turn_on_indicator)
        2    0.000    0.000    0.000    0.000 simple_state_indicator.py:37(turn_off_indicator)
        1    0.000    0.000    0.000    0.000 simple_state_indicator.py:6(SimpleStateIndicator)
        2    0.000    0.000    0.000    0.000 simple_state_indicator.py:7(__init__)
        1    0.000    0.000    0.000    0.000 simple_trigger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simple_trigger.py:13(trigger_component)
        1    0.000    0.000    0.000    0.000 simple_trigger.py:6(SimpleTrigger)
        3    0.000    0.000    0.000    0.000 simple_trigger.py:7(__init__)
        1    0.000    0.000    0.001    0.001 slider.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slider.py:12(Slider)
        1    0.000    0.000    0.000    0.000 slider.py:13(__init__)
        1    0.000    0.000    0.000    0.000 slider.py:2(<module>)
    16817    0.209    0.000    0.635    0.000 slider.py:48(handle_state)
        1    0.000    0.000    0.000    0.000 slider.py:9(init_slider)
        1    0.000    0.000    0.000    0.000 sound.py:12(Sound)
       27    0.000    0.000   24.927    0.923 sound.py:13(__init__)
        1    0.000    0.000    0.017    0.017 sound.py:2(<module>)
       27    0.002    0.000   24.926    0.923 sound.py:21(load_sounds)
      111    0.006    0.000    0.095    0.001 sound.py:29(play)
      179    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      179    0.048    0.000    0.051    0.000 sre_compile.py:276(_optimize_charset)
       18    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       18    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
        5    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      167    0.001    0.000    0.001    0.000 sre_compile.py:423(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       74    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    43/36    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       31    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       40    0.001    0.000    0.026    0.001 sre_compile.py:536(_compile_info)
       80    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       40    0.000    0.000    0.072    0.002 sre_compile.py:598(_code)
       77    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   358/40    0.009    0.000    0.045    0.001 sre_compile.py:71(_compile)
       40    0.001    0.000    0.128    0.003 sre_compile.py:759(compile)
      400    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
      832    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
       12    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
     2552    0.005    0.000    0.007    0.000 sre_parse.py:164(__getitem__)
      185    0.000    0.000    0.001    0.000 sre_parse.py:168(__setitem__)
      733    0.001    0.000    0.002    0.000 sre_parse.py:172(append)
  417/102    0.004    0.000    0.005    0.000 sre_parse.py:174(getwidth)
       40    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
     3270    0.008    0.000    0.008    0.000 sre_parse.py:233(__next)
     1047    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
     2700    0.005    0.000    0.012    0.000 sre_parse.py:254(get)
       24    0.000    0.000    0.001    0.000 sre_parse.py:267(getuntil)
      567    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
       36    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      102    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
      148    0.001    0.000    0.001    0.000 sre_parse.py:432(_uniq)
   144/40    0.003    0.000    0.052    0.001 sre_parse.py:435(_parse_sub)
   207/44    0.018    0.000    0.052    0.001 sre_parse.py:493(_parse)
       40    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      204    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       62    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        4    0.001    0.000    0.001    0.000 sre_parse.py:861(_parse_flags)
       40    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       40    0.001    0.000    0.054    0.001 sre_parse.py:937(parse)
       62    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 startup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 startup.py:22(set_game_active)
        1    0.000    0.000    0.000    0.000 startup.py:30(init_startup)
        1    0.000    0.000    0.000    0.000 state.py:1(<module>)
   117718    0.709    0.000    2.092    0.000 state.py:102(get_state_change)
    33633    0.109    0.000    0.731    0.000 state.py:108(has_state_changed)
    16817    0.298    0.000    9.417    0.001 state.py:112(commit_changes)
    50671    0.278    0.000    0.336    0.000 state.py:28(stacked_multiplier)
      110    0.002    0.000    0.006    0.000 state.py:35(add_points)
        1    0.000    0.000    0.000    0.000 state.py:39(add_balls_in_play)
        1    0.000    0.000    0.000    0.000 state.py:5(State)
        1    0.000    0.000    0.000    0.000 state.py:51(enable_ball_save)
    33634    0.128    0.000    0.169    0.000 state.py:59(is_ball_save_active)
    16817    0.038    0.000    0.038    0.000 state.py:63(set_multiplier)
        1    0.000    0.000    0.000    0.000 state.py:7(__init__)
    16835    0.173    0.000    0.234    0.000 state.py:71(set_state)
   487711    2.417    0.000    2.986    0.000 state.py:88(get_state)
        4    0.000    0.000    0.002    0.000 state_switch.py:21(handle_message)
        1    0.000    0.000    0.001    0.001 state_switch.py:3(<module>)
        4    0.000    0.000    0.000    0.000 state_switch.py:34(update_state)
       11    0.000    0.000    0.001    0.000 state_switch.py:41(build_light_message)
        7    0.000    0.000    0.000    0.000 state_switch.py:56(reset_state)
        1    0.000    0.000    0.000    0.000 state_switch.py:8(StateSwitch)
       15    0.000    0.000    0.000    0.000 state_switch.py:9(__init__)
        1    0.000    0.000    0.002    0.002 state_switch_group.py:1(<module>)
        4    0.000    0.000    0.000    0.000 state_switch_group.py:11(<listcomp>)
        4    0.000    0.000    0.000    0.000 state_switch_group.py:17(build_targets)
        4    0.000    0.000    0.000    0.000 state_switch_group.py:34(register_message_handlers)
    50452    0.204    0.000    1.524    0.000 state_switch_group.py:39(is_group_fully_triggered)
    84086    1.273    0.000    2.137    0.000 state_switch_group.py:42(triggered_count)
        1    0.000    0.000    0.000    0.000 state_switch_group.py:5(StateSwitchGroup)
        4    0.000    0.000    0.001    0.000 state_switch_group.py:7(__init__)
        2    0.000    0.000    0.001    0.000 state_switch_group.py:83(reset_state_group)
        1    0.000    0.000    0.000    0.000 state_trigger.py:1(<module>)
    16817    0.210    0.000    0.751    0.000 state_trigger.py:12(handle_state)
        1    0.000    0.000    0.000    0.000 state_trigger.py:7(StateTrigger)
        1    0.000    0.000    0.000    0.000 state_trigger.py:8(__init__)
        1    0.000    0.000    0.001    0.001 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.006    0.006 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.005    0.005 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.015    0.015 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:428(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.001    0.001    0.001    0.001 subprocess.py:700(Popen)
        1    0.000    0.000    0.000    0.000 swear_names.py:2(<module>)
        1    0.000    0.000    0.023    0.023 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:263(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:562(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:605(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:778(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:921(TemporaryDirectory)
        5    0.000    0.000    0.002    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        1    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        2    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        3    0.000    0.000    0.000    0.000 threading.py:82(RLock)
       40    0.000    0.000    0.014    0.000 tinytag.py:1018(_parse_tag)
       40    0.001    0.000    0.002    0.000 tinytag.py:1025(_parse_id3v2_header)
       40    0.001    0.000    0.013    0.000 tinytag.py:1040(_parse_id3v2)
       24    0.000    0.000    0.000    0.000 tinytag.py:1056(_parse_id3v1)
       36    0.000    0.000    0.002    0.000 tinytag.py:1096(__parse_custom_field)
      124    0.003    0.000    0.009    0.000 tinytag.py:1127(_parse_frame)
       90    0.006    0.000    0.160    0.002 tinytag.py:114(get)
      214    0.001    0.000    0.002    0.000 tinytag.py:1241(_decode_string)
      102    0.000    0.000    0.000    0.000 tinytag.py:1282(_unsynchsafe)
        1    0.000    0.000    0.000    0.000 tinytag.py:1287(_Ogg)
        1    0.000    0.000    0.000    0.000 tinytag.py:1522(_Wave)
       66    0.000    0.000    0.000    0.000 tinytag.py:1552(_determine_duration)
       66    0.005    0.000    0.021    0.000 tinytag.py:1556(_parse_tag)
        1    0.000    0.000    0.000    0.000 tinytag.py:1622(_Flac)
        1    0.000    0.000    0.000    0.000 tinytag.py:1717(_Wma)
        1    0.000    0.000    0.000    0.000 tinytag.py:1856(_Aiff)
       90    0.002    0.000    0.004    0.000 tinytag.py:191(_get_parser_for_filename)
       90    0.001    0.000    0.005    0.000 tinytag.py:239(_get_parser_class)
   106/90    0.001    0.000    0.120    0.001 tinytag.py:259(_load)
      173    0.003    0.000    0.003    0.000 tinytag.py:272(_set_field)
        1    0.000    0.000    0.001    0.001 tinytag.py:29(<module>)
       16    0.001    0.000    0.003    0.000 tinytag.py:311(_update)
      214    0.000    0.000    0.001    0.000 tinytag.py:327(_unpad)
        1    0.000    0.000    0.000    0.000 tinytag.py:361(Images)
      106    0.001    0.000    0.001    0.000 tinytag.py:365(__init__)
       16    0.000    0.000    0.000    0.000 tinytag.py:417(_update)
        1    0.000    0.000    0.000    0.000 tinytag.py:429(Image)
        1    0.000    0.000    0.000    0.000 tinytag.py:449(OtherFields)
        1    0.000    0.000    0.000    0.000 tinytag.py:453(OtherImages)
        1    0.000    0.000    0.000    0.000 tinytag.py:457(_MP4)
        1    0.000    0.000    0.000    0.000 tinytag.py:55(TinyTagException)
        1    0.000    0.000    0.000    0.000 tinytag.py:59(ParseError)
        1    0.000    0.000    0.000    0.000 tinytag.py:63(UnsupportedFormatError)
        1    0.000    0.000    0.000    0.000 tinytag.py:67(TinyTag)
        1    0.000    0.000    0.000    0.000 tinytag.py:736(_ID3)
      106    0.004    0.000    0.005    0.000 tinytag.py:80(__init__)
       40    0.000    0.000    0.002    0.000 tinytag.py:903(__init__)
        7    0.000    0.000    0.000    0.000 tinytag.py:908(_parse_xing_header)
       24    0.066    0.003    0.088    0.004 tinytag.py:924(_determine_duration)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.001    0.001 tokens.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
      200    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:51(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:69(BlockEntryToken)
